Restaurant,Review,Rating,Label
Prism Club & Kitchen,I have been on Friday night and reached at round 10pm It was almost full we hardly get space for standing They occupied huge space and designed interior amazingly which definitely deserve a cover charge as its into business but one thing which nowhere make sense to taking 500 bucks for just entry out of 2k when every items price also decent to take your business ahead We could not order any snacks except one as we had to carry on hand and could spoil our party mood I must say either they should revoke their concept of charging for entry or should be take responsibility to offer seats atleast when you are visiting as couple or in group Dj was playing good track and it was enjoyable moment we spent Zomato is showing 1200 for two ppl which is really surprising even though you cant step down to this place until unless spend 2k bucks so be aware and keep your pocket tight as this place is not for normal class people ,3.0,1
The Old Madras Baking Company,We tried the Oregano Beagle with cheese and it was heavenly there Also tried the All season olives and Oregano breads they were little ok ok Overall the place has a good seating area but the price is high considering the potion and taste ,3.0,1
Dunkin' Donuts,Been there for just chilling Service is very good and located in a good place Ambiance also ok But they need to put attention on food quality ,3.0,1
KS Bakers,Had their chicken tikka hotdog pineapple cake egg paneer and chicken patties pineapple cake Choco chip cake and bournvita cake was so tasty,3.0,1
Beyond Flavours,The reason for giving only a 3 star is because of the longlong time wait for the tables We went on Friday afternoon We waited almost more than 30mins to get a table We lost our patience and left for another restaurant as v didn t get a table even aftr waiting for such a long time I think restaurant management should take this into consideration and try to decrease the waiting time of customer ,3.0,1
The Foodie Monster Kitchen,the Restaurant didn t follow the special instructions mentioned,3.0,1
Diners Pavilion,Probably one of the most pocket friendly buffet places in the city The place is spacious and the food tastes good This is the apt place for small team lunch The ambience of the place is good and there is TV provided to entertain you The service is extremely good Ambience Food Service ,3.0,1
Faasos,paratha was very oily,3.0,1
Komatose - Holiday Inn Express & Suites,The ambience was good but bar tenders were rude on ladies night Treating us like they are the ones sponsoring us drinks Need to improve their service,3.0,1
Yum Yum Tree - The Arabian Food Court,The place gives you a feeling like you are having food at a royal Arab resta the food here is aptly cooked but the required seasonings are not provided fried onion which are main in a Mandi and also I have seen them filling tap water in the bottles and serving the same as bottled water so watch out at last you can rate the food at 4 5 seasonings 2 5 ambience 1 5 at last it is a great place to go with family and friends,3.0,1
Aromas@11SIX,I ve ordered Chinese nonveg combo from this place it s basically veg fried rice with chicken Manchurian gravy the foods aroma was awesome however the vegetables were undercooked and spoilt the taste of the food However I really liked the food it was flavourful will definitely order from this place again,3.0,1
The Chocolate Room,Nachos were tasty but toblerone shake had bournvita in it ,3.0,1
Cream Stone,Cool place which will be available till 1pm in HYD beat icreams and very unique especially they have wide range of varieties in chocolate types and service is also quite good except their GM singing in the outlet p,3.0,1
Al Saba Restaurant,Usually visit this restaurant on Fridays for lunch with office buddies The place is packed almost always at lunch time The food is mostly try your luck kind of a thing can be extremely tasty one day or totally bland at times specially their mutton biryani and tandoori items Good value for money but surely needs to improve on customer service and consistency on quality ,3.0,1
Paradise,Taste there was huge hype about biryani hence I tried it didn t find the taste up to par not really happy with the food taste Ambience the place was well versed but not calming enough to keep you concentrated on food The AC wasn t working properly which led to uneasy food experience Service it was alright Don t have much to talk about it ,3.0,1
Asian Meal Box,I have ordered few non veg combos from here couple of times They have good varieties of combo The taste of the good is average Value for money ,3.0,1
Pista House,Been here Food is average Causal dining For me all biryanis are same So nothing special Average ambience Average service but little crowded ,3.0,1
Prism Club & Kitchen,By Invite The pub is located in the Financial District in Gachibowli the pub is currently the largest in Hyderabad in terms of area As you enter you cross your way through a large parking space and pathway to overlook a huge monkey like figure enjoying music The pub feels start as soon as a glance falls on the building with colorful lights The ambience inside is amazing and is spread over two floors with the ground floor having the huge dance floor and pubs and a seating area upstairs The USP of the dance floor is the literally lit up chandelier made of LED rings grooving to the beat of the music also the walls have lights synced to this There is also an outdoor seating where you can watch your favorite matches and when bored head to the dance floor back indoor Coming to the Food Punjabi Paneer Tikka Rs 325 Thick cubes of paneer marinated with mustard and curd base Was not soft and requires lot of improvement A strict no to this dish Burmese Rolls Rs 275 A different kind of spring rolls filled with corn garlic and cheese The taste was delectable with the right balance of flavors and enhanced by the sweet chilli dip The only issue was not that crispy and a bit more oily Mains For the mains we had Exotic Vegetables in Black Pepper with Rice the curry was just ok had a decent flavor but didn t have the distinctive flavor of the pepper sauce in it Prism Special Veg Pizza The thin crust pizza loaded with cheese and topped with veggies like zucchini was the best main course that we had among the served The pizza was decent in taste had not much of marinara base but was not bland either The pizza was although not crispy as we got busy catching up the tricks performed by the bartenders Apart from these we were also served Veg Pulao and Meloni Tarkari curry which was completely average and to be skipped Drinks Cucumber Coriander Mocktail The cucumber coriander mocktail was too sweet The flavor of cucumber had dominated the slight tinge of coriander Go Crazy The blend of Oreo and chocolates was nothing out of the box and tasted like a regular chocolate shake Recommended Dishes Burmese Rolls Prism Pizza If you need a main course The place is highly average in terms of food despite being an ideal place to enjoy the night life So is not recommended Food 3 5 Ambience 5 5 VFM 4 5,3.0,1
